author,total_prs_created,total_prs_merged,merge_rate,median_time_to_merge,days_active,recent_prs,product_impact_ratio,stability,median_time_to_merge_inv,activity_score,merge_rate_norm,total_prs_merged_norm,median_time_to_merge_inv_norm,product_impact_ratio_norm,activity_score_norm,days_active_norm,recent_prs_norm,stability_norm,impact_score
gewenyu99,9,6,0.6666666666666666,5.641134259259259,7,5,0.8888888888888888,19.53482468597361,0.17726931394313433,1.063615883658806,0.6666666666666666,0.026905829596412557,0.0031283999308523843,0.8888888888888888,0.0004918822384220019,0.07792207792207792,0.042735042735042736,0.0180545431985722,0.19044078285379282
giulio-leone,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
grandhi02,2,0,0.0,,2,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.012987012987012988,0.0,0.0,0.001948051948051948
gustavohstrassburger,83,66,0.7951807228915663,0.7431539351851852,48,26,1.0,19.63775740254075,1.3456162346106824,88.81067148430503,0.7951807228915663,0.29596412556053814,0.02497134874218429,1.0,0.041454239391751156,0.6103896103896104,0.2222222222222222,0.018149676029692113,0.37857790696706906
haacked,148,120,0.8108108108108109,0.7376041666666666,60,72,1.0,82.1473465969379,1.3557407145883351,162.6888857506002,0.8108108108108109,0.5381165919282511,0.025160631988436925,1.0,0.07594230030628597,0.7662337662337663,0.6153846153846154,0.07592250463590886,0.49942392442315775
harihran-del,32,2,0.0625,2.452766203703704,9,0,1.0,5.365121296832133,0.4077029431056205,0.815405886211241,0.0625,0.008968609865470852,0.007436495306607527,1.0,0.0003760120648318216,0.1038961038961039,0.0,0.004958570950922652,0.03498629371392352
harryautomazione,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
havenbarnes,84,73,0.8690476190476191,0.753449074074074,44,32,1.0,25.38729668947389,1.3272297151986236,96.88776920949952,0.8690476190476191,0.3273542600896861,0.02462760169648087,1.0,0.04522481561812111,0.5584415584415584,0.27350427350427353,0.023463535104268636,0.4011212917462262
hbnordin2,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hpouillot,60,53,0.8833333333333333,0.7708564814814814,36,25,0.9833333333333332,10.661855312646768,1.2972583405903728,68.75469205128977,0.8833333333333333,0.23766816143497757,0.02406726881093757,0.9833333333333332,0.03209164383830053,0.45454545454545453,0.21367521367521367,0.009853936772584539,0.36371515260911436
igormq,1,1,1.0,1.5715162037037036,1,0,1.0,0.0,0.6363281508922588,0.6363281508922588,1.0,0.004484304932735426,0.011710781156404922,1.0,0.000292414431815729,0.0,0.0,0.0,0.25323901721782804
ioannisj,4,4,1.0,10.588518518518518,4,2,1.0,673.1675915014533,0.09444191822029453,0.37776767288117813,1.0,0.017937219730941704,0.0015798919209915648,1.0,0.00017171241425484128,0.03896103896103896,0.017094017094017096,0.6221572783997603,0.3236727077239202
ja-me-sk,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
jabahamondes,75,60,0.8,2.303061342592593,38,26,0.96,23.2731311062478,0.43420467423342013,26.052280454005206,0.8,0.26905829596412556,0.007931961119198073,0.96,0.012157169419952608,0.4805194805194805,0.2222222222222222,0.02150957368076546,0.3518491530848855
jaencarrodine,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
janpio,2,0,0.0,,1,2,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.017094017094017096,0.0,0.0017094017094017096
jeremylongshore,7,2,0.2857142857142857,5.171741898148148,3,0,1.0,1.7069694688585066,0.19335845053637948,0.38671690107275897,0.2857142857142857,0.008968609865470852,0.00342919602215717,1.0,0.00017589012117527129,0.025974025974025976,0.0,0.0015776212231010233,0.07796199862451103
jericopingul,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
joethreepwood,1,1,1.0,0.173449074074074,1,1,1.0,0.0,5.76538102228747,5.76538102228747,1.0,0.004484304932735426,0.10760151133138486,1.0,0.00268677506463965,0.0,0.008547008547008548,0.0,0.2732718641075249
jonathanlab,9,9,1.0,0.8727199074074075,7,3,1.0,4.347323563950862,1.1458430035940215,10.312587032346194,1.0,0.04035874439461883,0.021236467961672542,1.0,0.0048095161111485485,0.07792207792207792,0.02564102564102564,0.004017898411951365,0.27697324656486766
jonmcwest,136,115,0.8455882352941176,0.2213541666666666,44,22,0.9338235294117648,5.158288440607994,4.517647058823531,519.5294117647061,0.8455882352941176,0.515695067264574,0.08427437397861029,0.9338235294117648,0.24252371974327047,0.5584415584415584,0.18803418803418803,0.004767411173570563,0.4344373407591759
jordanm-posthog,83,61,0.7349397590361446,1.682835648148148,54,34,1.0,39.16576388301708,0.5942350942591663,36.248340749809145,0.7349397590361446,0.273542600896861,0.010923826130389358,1.0,0.016916926434415027,0.6883116883116883,0.2905982905982906,0.03619791768281068,0.37655459923934964
jose-sequeira,100,86,0.86,0.6332175925925926,42,39,0.99,9.344325180069768,1.5792359714860171,135.81429354779746,0.86,0.38565022421524664,0.029339010319080597,0.99,0.06339661844122778,0.5324675324675324,0.3333333333333333,0.008636244519061946,0.4120649345622348
joshsny,95,73,0.7684210526315789,0.0461574074074074,47,32,0.9789473684210528,2.161068659948907,21.66499498495487,1581.5446339017055,0.7684210526315789,0.3273542600896861,0.40485436299983585,0.9789473684210528,0.7382970141707997,0.5974025974025974,0.27350427350427353,0.001997310347204863,0.45570753577133655
joshuaisaact,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
jshorwitz,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
jurajmajerik,59,55,0.9322033898305084,0.5550694444444444,40,32,1.0,7.374335290776649,1.8015763793319155,99.08670086325536,0.9322033898305084,0.24663677130044842,0.03349579805169495,1.0,0.04625132782574262,0.5064935064935064,0.27350427350427353,0.006815533653787015,0.39308336801788785
jverre,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
k11kirky,10,10,1.0,0.756267361111111,10,2,1.0,3.877785143529235,1.3222836941300706,13.222836941300706,1.0,0.04484304932735426,0.024535132856011426,1.0,0.006168088149378404,0.11688311688311688,0.017094017094017096,0.003583939989945229,0.2834758996775369
kappa90,77,65,0.8441558441558441,1.8547569444444445,32,26,0.935064935064935,72.94547801810045,0.5391542018458543,35.04502311998053,0.8441558441558441,0.2914798206278027,0.009894055698179862,0.935064935064935,0.016355189904516305,0.4025974025974026,0.2222222222222222,0.06741792184927686,0.36066736110091785
kliment-slice,1,1,1.0,5.491608796296297,1,1,1.0,0.0,0.18209600084303704,0.18209600084303704,1.0,0.004484304932735426,0.0032186377472217405,1.0,8.036834738046063e-05,0.0,0.008547008547008548,0.0,0.2523952893906923
kriscoleman,2,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ksvat,47,35,0.7446808510638298,1.0546296296296296,28,5,0.9148936170212766,47.3348903790647,0.9482001755926251,33.18700614574188,0.7446808510638298,0.15695067264573992,0.017541416347641028,0.9148936170212766,0.015487824562457455,0.35064935064935066,0.042735042735042736,0.0437480160117398,0.2823143390367145
kurekszymon,2,1,0.5,0.0186921296296296,2,1,1.0,0.0,53.498452012383986,53.498452012383986,0.5,0.004484304932735426,1.0,1.0,0.024969677761914298,0.012987012987012988,0.008547008547008548,0.0,0.3286996137892999
kyleswank,2,0,0.0,,2,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.012987012987012988,0.008547008547008548,0.0,0.002802752802752803
langesven,4,2,0.5,0.0241724537037037,4,0,1.0,0.0003088887616276,41.36940387838162,82.73880775676324,0.5,0.008968609865470852,0.7732401456839366,1.0,0.03861975282247099,0.03896103896103896,0.0,2.854822390273746e-07,0.28728593550226117
learkonas,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
lmenezes,34,30,0.8823529411764706,0.8611400462962964,27,18,1.0,5.474260950471567,1.1612513020395818,34.83753906118746,0.8823529411764706,0.13452914798206278,0.021524535374067316,1.0,0.016258331542013692,0.33766233766233766,0.15384615384615385,0.0050594403788794436,0.3183388820371977
lricoy,73,59,0.8082191780821918,0.8794212962962963,38,21,1.0,141.44745846506183,1.1371114211260562,67.08957384643732,0.8082191780821918,0.2645739910313901,0.021073225772631026,1.0,0.03131432810795739,0.4805194805194805,0.1794871794871795,0.13072905901322793,0.362283783809315
lshaowei18,14,3,0.2142857142857142,9.03144675925926,10,0,1.0,473.2583868962013,0.11072423130599486,0.3321726939179846,0.2142857142857142,0.013452914798206279,0.0018842995630794347,1.0,0.00015042762241875934,0.11688311688311688,0.0,0.4373965022803176,0.11791098920418498
lucasheriques,29,27,0.9310344827586208,1.522372685185185,16,6,1.0,17.595005942075783,0.6568693787870725,17.735473227250957,0.9310344827586208,0.1210762331838565,0.012094811773930717,1.0,0.008274691248284047,0.19480519480519481,0.05128205128205128,0.016261717213589072,0.29536798575155593
luke-belton,67,43,0.6417910447761194,0.8852083333333334,42,27,0.8955223880597015,27.74820363787837,1.1296775711932219,48.57613556130854,0.6417910447761194,0.19282511210762332,0.020934245474329517,0.8955223880597015,0.02267182647664365,0.5324675324675324,0.23076923076923078,0.025645540685223945,0.3087112397259958
manan19,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
mango766,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
manthankhawse,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
marandaneto,5,5,1.0,1.0483564814814814,5,4,1.0,0.9892237526470338,0.9538740091412926,4.769370045706463,1.0,0.02242152466367713,0.017647492080435145,1.0,0.002221814080227463,0.05194805194805195,0.03418803418803419,0.0009142637961856597,0.2693162409394522
mariusandra,76,61,0.8026315789473685,0.1921412037037037,39,27,1.0,7.1733152476531234,5.2045057526655025,317.4748509125956,0.8026315789473685,0.273542600896861,0.09711561062229172,1.0,0.14819997258813203,0.4935064935064935,0.23076923076923078,0.006629746214652305,0.372555408765035
masylum,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
matheus-vb,27,20,0.7407407407407407,1.0605324074074074,21,13,1.0,9.436719194250204,0.9429226235948925,18.858452471897852,0.7407407407407407,0.08968609865470852,0.01744274933693007,1.0,0.008798923959913212,0.2597402597402597,0.1111111111111111,0.008721637234232199,0.25755526857908617
matt-metivier,6,0,0.0,,3,2,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.025974025974025976,0.017094017094017096,0.0,0.005605505605505606
maycuatroi1,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
meikelmosby,86,65,0.7558139534883721,0.763912037037037,47,23,0.9767441860465116,22.09920811366417,1.3090512408714887,85.08833065664676,0.7558139534883721,0.2914798206278027,0.024287744178844883,0.9767441860465116,0.03971656451040922,0.5974025974025974,0.19658119658119658,0.020424606514583696,0.36341797125339015
michael-kutsch,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
miles-kt-inkeep,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
mircoboettcher,5,2,0.4,8.60666087962963,5,1,1.0,18.84790872318807,0.11618907889897401,0.23237815779794802,0.4,0.008968609865470852,0.0019864681776609427,1.0,0.00010384122242484728,0.05194805194805195,0.008547008547008548,0.01741967935293937,0.11257989219082895
mixelburg,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
mp-hog,59,57,0.9661016949152542,0.3753472222222222,39,24,1.0,6.022988655527279,2.664199814986124,151.85938945420907,0.9661016949152542,0.2556053811659193,0.04962306232152707,1.0,0.07088684070086804,0.4935064935064935,0.20512820512820512,0.0055665873952688546,0.3976665657046242
naaa760,2,0,0.0,,2,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.012987012987012988,0.0,0.0,0.001948051948051948
nickbest-ph,64,50,0.78125,0.1435358796296296,38,30,0.96875,2.7877826856162127,6.966899165423539,348.34495827117695,0.78125,0.2242152466367713,0.1300646161097263,0.96875,0.16261085343567708,0.4805194805194805,0.2564102564102564,0.0025765341504103184,0.3641450736832883
nicowaltz,5,5,1.0,0.8323958333333333,5,5,0.8,0.7091345504543896,1.201351520460518,6.00675760230259,1.0,0.02242152466367713,0.02227423309038541,0.8,0.0027994552407589234,0.05194805194805195,0.042735042735042736,0.0006553987855325742,0.2710704034950778
nielskaspers,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
odin-posthog,32,22,0.6875,0.1109027777777777,22,0,0.9375,2.966719178016497,9.016906700062624,198.37194740137772,0.6875,0.09865470852017937,0.16839074069640447,0.9375,0.09259997965128552,0.2727272727272727,0.0,0.0027419114539579447,0.26646737189780345
okxint,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
oliverb123,68,55,0.8088235294117647,0.2052893518518518,37,29,0.9705882352941176,11.401051452782063,4.8711732536505625,267.91452895078095,0.8088235294117647,0.24663677130044842,0.09088375894849554,0.9705882352941176,0.12506406683109733,0.4675324675324675,0.24786324786324787,0.010537119184447856,0.3656798952373697
ordehi,42,35,0.8333333333333334,0.872037037037037,28,5,1.0,79.35176837445609,1.146740284561478,40.135909959651734,0.8333333333333334,0.15695067264573992,0.021253243169356867,1.0,0.01873173375007708,0.35064935064935066,0.042735042735042736,0.07333876566746927,0.3081788999340065
orian,41,32,0.7804878048780488,0.2885763888888889,31,12,1.0,6.651405632974417,3.4652869690771264,110.88918301046805,0.7804878048780488,0.14349775784753363,0.06459986877403827,1.0,0.051760999753769764,0.38961038961038963,0.10256410256410256,0.006147385106454972,0.3060541837524408
orlandohohmeier,1,1,1.0,0.3614467592592592,1,1,1.0,0.0,2.7666591949790265,2.7666591949790265,1.0,0.004484304932735426,0.051538602092151935,1.0,0.001286902286540556,0.0,0.008547008547008548,0.0,0.2620592822596783
parinporecha,3,2,0.6666666666666666,10.300636574074074,1,3,1.0,44.264226273282105,0.09708137869041265,0.1941627573808253,0.6666666666666666,0.008968609865470852,0.0016292382229490204,1.0,8.600138871272743e-05,0.0,0.02564102564102564,0.04091003621732866,0.17544134247018606
patricio-posthog,23,21,0.9130434782608696,0.9503703703703704,19,17,1.0,7.023358698415566,1.0522213561964147,22.096648480124706,0.9130434782608696,0.09417040358744394,0.019486154920602454,1.0,0.010310588830187175,0.23376623376623376,0.1452991452991453,0.0064911528543513935,0.30123614614711147
pauldambra,269,214,0.7955390334572491,0.4103645833333333,78,117,0.966542750929368,19.798589437558974,2.4368574692219824,521.4874984135042,0.7955390334572491,0.9596412556053812,0.04537276034928669,0.966542750929368,0.243437799926317,1.0,1.0,0.018298320769055233,0.6517173936321514
pawel-cebula,23,22,0.9565217391304348,0.2087442129629629,20,8,1.0,32.39607329684507,4.790551966954064,105.39214327298941,0.9565217391304348,0.09865470852017937,0.08937649547455309,1.0,0.04919485433189439,0.24675324675324675,0.06837606837606838,0.02994121084802812,0.32358139051695184
phillram,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pierreeurope,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pl,74,59,0.7972972972972973,0.2064236111111111,43,21,0.9324324324324323,30.27379864796617,4.844407064760303,285.8200168208579,0.7972972972972973,0.2645739910313901,0.09038334893888099,0.9324324324324323,0.13342276313284873,0.5454545454545454,0.1794871794871795,0.02797975483583617,0.3728806675688619
posthog-bot,13,5,0.3846153846153846,0.2641203703703704,4,0,1.0,1081.9894179055427,3.7861524978089394,18.930762489044696,0.3846153846153846,0.02242152466367713,0.07059864293557368,1.0,0.008832679950104073,0.03896103896103896,0.0,1.0,0.22060203551785215
rafaeelaudibert,165,150,0.9090909090909092,0.9821122685185184,62,56,0.987878787878788,10.153008945906452,1.0182135302193756,152.73202953290632,0.9090909090909092,0.672645739910314,0.018850358147520088,0.987878787878788,0.07129420929375382,0.7922077922077922,0.47863247863247865,0.009383649024553404,0.5332047284811662
ragini-pandey,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rainsubtime,2,0,0.0,,2,2,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.012987012987012988,0.017094017094017096,0.0,0.0036574536574536577
raquelmsmith,19,13,0.6842105263157895,3.1850810185185185,15,9,1.0,16.105817568995164,0.31396375608213933,4.081528829067811,0.6842105263157895,0.05829596412556054,0.005683984791494531,1.0,0.0019007138747805079,0.18181818181818182,0.07692307692307693,0.014885374387645995,0.22030219376615795
richardsolomou,50,41,0.82,0.3032407407407407,27,35,0.94,14.535963034140636,3.2977099236641227,135.20610687022904,0.82,0.18385650224215247,0.061466915059555004,0.94,0.0631127028188525,0.33766233766233766,0.29914529914529914,0.013434478002824256,0.33597201182450454
rnegron,20,14,0.7,0.5711400462962963,6,20,1.0,27.48421686566237,1.7508840545935374,24.512376764309522,0.7,0.06278026905829596,0.032548074533277016,1.0,0.011438306724364,0.06493506493506493,0.17094017094017094,0.02540155791806619,0.22344010134439804
robbie-c,90,78,0.8666666666666667,0.4352719907407407,49,36,1.0,29.88489391967468,2.2974140796383704,179.1982982117929,0.8666666666666667,0.34977578475336324,0.04276578226180804,1.0,0.08364927628397356,0.6233766233766234,0.3076923076923077,0.02762031996350229,0.4222127363417754
rodrigoi,63,49,0.7777777777777778,1.3378819444444443,38,26,0.9206349206349206,4.294278420335436,0.7474501051101711,36.62505515039838,0.7777777777777778,0.21973094170403587,0.013788272965439006,0.9206349206349206,0.017092785438641546,0.4805194805194805,0.2222222222222222,0.003968872845954511,0.3358453189630792
rohan-pandeyy,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rossgray,51,47,0.9215686274509804,0.6954050925925926,30,19,1.0,13.290128674006002,1.4380107517933525,67.58650533428757,0.9215686274509804,0.21076233183856502,0.02669871984537998,1.0,0.031546307231891745,0.37662337662337664,0.1623931623931624,0.012283048663943797,0.3518454947987512
rui-movio,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ryansydnor,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sakce,180,126,0.7,0.8313425925925926,67,77,0.9166666666666666,65.10875623755858,1.2028735312134544,151.56206493289525,0.7,0.5650224215246636,0.022302687997381433,0.9166666666666666,0.07074804273039334,0.8571428571428571,0.6581196581196581,0.060175039755557526,0.4928659202633591
salmanmkc,2,1,0.5,4.668576388888889,1,2,1.0,0.0,0.21419805883009185,0.21419805883009185,0.5,0.004484304932735426,0.003818805040810366,1.0,9.535433130460882e-05,0.0,0.017094017094017096,0.0,0.12837002370411088
sampennington,128,100,0.78125,0.8578414351851852,44,85,0.9296875,3.280668223790334,1.165716598644045,116.5716598644045,0.78125,0.4484304932735426,0.021608016781373095,0.9296875,0.05441371151501497,0.5584415584415584,0.7264957264957265,0.0030320705262911686,0.4460392154794187
sapdragon,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sarahxsanders,13,13,1.0,0.6729282407407408,13,3,1.0,6.185167161442164,1.4860425517276965,19.318553172460053,1.0,0.05829596412556054,0.027596703251441052,1.0,0.009013709619601911,0.15584415584415584,0.02564102564102564,0.005716476574618521,0.29369090707358814
sayer122,1,1,1.0,1.035659722222222,1,0,1.0,0.0,0.9655681094310526,0.9655681094310526,1.0,0.004484304932735426,0.01786612032304468,1.0,0.0004461112673220139,0.0,0.0,0.0,0.254470085051156
sbrin,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
skoob13,124,103,0.8306451612903226,0.1650347222222222,50,58,0.8951612903225806,10.046420777713232,6.059330948874396,624.1110877340628,0.8306451612903226,0.4618834080717489,0.11309708211259122,0.8951612903225806,0.29134486745502325,0.6363636363636364,0.49572649572649574,0.0092851377392956,0.46861309716057326
slshults,7,6,0.8571428571428571,2.2205555555555554,6,4,1.0,2.547296691643358,0.45033775331498627,2.702026519889918,0.8571428571428571,0.026905829596412557,0.008233578741767297,1.0,0.001256730257374991,0.06493506493506493,0.03418803418803419,0.0023542713537571176,0.2347080862477891
smallbrownbike,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sortafreel,41,30,0.7317073170731707,0.0975752314814814,26,25,0.975609756097561,14.811326050337694,10.248502461301237,307.45507383903714,0.7317073170731707,0.13452914798206278,0.19141616464635405,0.975609756097561,0.1435225086632819,0.3246753246753247,0.21367521367521367,0.013688974961519187,0.319553609358948
tahatkn,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
tatoalo,63,53,0.8412698412698413,0.0677083333333333,39,26,0.984126984126984,11.820791464275931,14.769230769230777,782.7692307692312,0.8412698412698413,0.23766816143497757,0.27593390100810555,0.984126984126984,0.36541016202021986,0.4935064935064935,0.2222222222222222,0.010925052748813373,0.41037857432915453
tejasae-afk,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
tharani-2006,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
themavik,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
thmsobrmlr,119,89,0.7478991596638656,0.9117592592592592,48,46,0.9411764705882352,24.993388315654087,1.0967807454046918,97.61348634101758,0.7478991596638656,0.3991031390134529,0.020319219518388616,0.9411764705882352,0.0455635971775711,0.6103896103896104,0.39316239316239315,0.02309947574536815,0.4040438900715524
timgl,15,9,0.6,0.3312037037037037,12,3,1.0,4.380106214568622,3.0192899077439193,27.173609169695272,0.6,0.04035874439461883,0.05626168530440619,1.0,0.01268063162645019,0.14285714285714285,0.02564102564102564,0.004048196906627236,0.1937215796231417
timon0305,4,0,0.0,,2,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.012987012987012988,0.0,0.0,0.001948051948051948
tomasfarias,49,43,0.8775510204081632,0.0721643518518518,33,24,1.0,4.6432497527492975,13.857257417802737,595.8620689655177,0.8775510204081632,0.19282511210762332,0.2588840103633304,1.0,0.2781575714471134,0.4155844155844156,0.20512820512820512,0.004291400337109999,0.3930092024804254
vdekrijger,76,65,0.8552631578947368,1.2517592592592592,43,26,0.9473684210526316,72.83243729748752,0.7988756564834677,51.9269176714254,0.8552631578947368,0.2914798206278027,0.014749704597064,0.9473684210526316,0.02423604914597481,0.5454545454545454,0.2222222222222222,0.06731344696371676,0.38583344325543323
veryayskiy,118,106,0.8983050847457628,0.0499537037037037,55,54,1.0,4.916326184761513,20.018535681186286,2121.9647822057464,0.8983050847457628,0.47533632286995514,0.3740728154509193,1.0,0.9905776516936639,0.7012987012987013,0.46153846153846156,0.0045437839810654294,0.5462611285973735
vmaineng,3,0,0.0,,3,2,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.025974025974025976,0.017094017094017096,0.0,0.005605505605505606
webjunkie,197,158,0.8020304568527918,0.4612731481481481,62,101,0.9441624365482234,72.44778212343667,2.1679128820193707,342.53023535906055,0.8020304568527918,0.7085201793721974,0.04034467943647446,0.9441624365482234,0.1598964061525935,0.7922077922077922,0.8632478632478633,0.06695793962909287,0.5621323350937968
will-marella,1,1,1.0,4.132199074074074,1,0,1.0,0.0,0.24200189344074036,0.24200189344074036,1.0,0.004484304932735426,0.004338614461639015,1.0,0.0001083338050403075,0.0,0.0,0.0,0.25176458387887485
willwearing,2,0,0.0,,2,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.012987012987012988,0.008547008547008548,0.0,0.002802752802752803
wudidapaopao,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
xljones,4,3,0.75,1.591736111111111,4,4,1.0,5.770973701161456,0.6282448409755247,1.884734522926574,0.75,0.013452914798206279,0.011559658812849231,1.0,0.0008751994305112854,0.03896103896103896,0.03418803418803419,0.005333669262988355,0.20229884091146919
xr843,1,0,0.0,,1,1,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.008547008547008548,0.0,0.0008547008547008548
yasen-posthog,87,78,0.896551724137931,0.813605324074074,40,41,0.9195402298850576,10.067390314521877,1.2290971683820444,95.86957913379946,0.896551724137931,0.34977578475336324,0.02279295467604326,0.9195402298850576,0.04474950091672965,0.5064935064935064,0.3504273504273504,0.00930451827709165,0.4105988917648343
yoavf,1,0,0.0,,1,0,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
z0br0wn,17,15,0.8823529411764706,1.9525115740740744,11,11,1.0,21.39305334927984,0.5121608564467655,7.682412846701482,0.8823529411764706,0.06726457399103139,0.009389398860926407,1.0,0.003581689905125381,0.12987012987012986,0.09401709401709402,0.01977196171723321,0.2667784549184614
zaniluca,3,0,0.0,,3,3,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.025974025974025976,0.02564102564102564,0.0,0.00646020646020646
zhou-quickli,1,1,1.0,4.179467592592593,1,0,1.0,0.0,0.23926492498047663,0.23926492498047663,1.0,0.004484304932735426,0.0042874451891239534,1.0,0.00010705612479429484,0.0,0.0,0.0,0.25175435002437185
zlwaterfield,1,1,1.0,100.64570601851852,1,0,1.0,0.0,0.009935843659500017,0.009935843659500017,1.0,0.004484304932735426,0.0,1.0,0.0,0.0,0.0,0.0,0.25089686098654707
